SampleID,family,TissueClean,stress,AboveBelow,VegetativeRepro,true_labels,predictions
SRR4292584,Musaceae,Leaf,other,Above,Vegetative,7,7
SRR4292585,Musaceae,Leaf,other,Above,Vegetative,7,7
SRR4292586,Musaceae,Leaf,salt,Above,Vegetative,7,7
SRR4292587,Musaceae,Leaf,salt,Above,Vegetative,7,7
SRR4292588,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR4292589,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR3474213,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3481070,Musaceae,Leaf,heat,Above,Vegetative,7,16
SRR3484437,Musaceae,Leaf,heat,Above,Vegetative,7,7
SRR3499227,Musaceae,Leaf,heat,Above,Vegetative,7,7
SRR3499241,Musaceae,Leaf,heat,Above,Vegetative,7,7
SRR3509294,Musaceae,Leaf,heat,Above,Vegetative,7,7
SRR1582384,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR1582385,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR1582386,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1582387,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1582388,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR1582389,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR1339902,Musaceae,Root,salt,Below,Vegetative,13,13
SRR1339507,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661622,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661623,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661624,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661625,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661636,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661637,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661626,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661627,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661634,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661628,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661629,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661631,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661630,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661632,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661633,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661635,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661644,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661645,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR8661638,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661639,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661641,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661640,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661642,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR8661643,Musaceae,Root,biotic,Below,Vegetative,13,13
SRR12223529,Rosaceae,Root,healthy,Below,Vegetative,13,13
SRR12223530,Rosaceae,Root,healthy,Below,Vegetative,13,13
SRR12223531,Rosaceae,Root,healthy,Below,Vegetative,13,13
SRR12223525,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223526,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223527,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223522,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223523,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223524,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223519,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223520,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR12223521,Rosaceae,Root,salt,Below,Vegetative,13,13
SRR3744950,Rosaceae,Root,other,Below,Vegetative,13,13
SRR3744951,Rosaceae,Root,other,Below,Vegetative,13,13
SRR3744952,Rosaceae,Root,healthy,Below,Vegetative,13,13
SRR3744953,Rosaceae,Root,healthy,Below,Vegetative,13,13
SRR3629818,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3629835,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,18
SRR3629853,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR3629819,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,17
SRR3629837,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,18
SRR3629854,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,17
SRR3629821,Euphorbiaceae,Other,healthy,Other,Other,8,16
SRR3629838,Euphorbiaceae,Other,healthy,Other,Other,8,19
SRR3629856,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629822,Euphorbiaceae,Other,healthy,Other,Other,8,3
SRR3629840,Euphorbiaceae,Other,healthy,Other,Other,8,15
SRR3629858,Euphorbiaceae,Other,healthy,Other,Other,8,3
SRR3629824,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,18
SRR3629842,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,13
SRR3629859,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,13
SRR3629825,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR3629843,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR3629827,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR3629845,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR3629861,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR3629829,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629847,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629862,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629830,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629848,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629864,Euphorbiaceae,Other,healthy,Other,Other,8,13
SRR3629832,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,18
SRR3629850,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,18
SRR3629865,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,18
SRR3629834,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,13
SRR3629851,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,13
SRR3629867,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,13
SRR5140222,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5140223,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5140224,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR5140225,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5140226,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR5140227,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR5140228,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR5140229,Euphorbiaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5140230,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5140231,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR5140232,Euphorbiaceae,Root,healthy,Below,Vegetative,13,13
SRR5140233,Euphorbiaceae,Root,healthy,Below,Vegetative,13,7
SRR5140234,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5140235,Euphorbiaceae,Leaf,other,Above,Vegetative,7,7
SRR5140236,Euphorbiaceae,Leaf,other,Above,Vegetative,7,7
SRR5140237,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5140238,Euphorbiaceae,Leaf,other,Above,Vegetative,7,7
SRR5140239,Euphorbiaceae,Leaf,other,Above,Vegetative,7,7
SRR5140240,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5140241,Euphorbiaceae,Leaf,other,Above,Vegetative,7,16
SRR5140242,Euphorbiaceae,Leaf,other,Above,Vegetative,7,7
SRR5140243,Euphorbiaceae,Root,other,Below,Vegetative,13,13
SRR5140244,Euphorbiaceae,Root,other,Below,Vegetative,13,13
SRR5140245,Euphorbiaceae,Root,other,Below,Vegetative,13,13
SRR13313987,Euphorbiaceae,Leaf,other,Above,Vegetative,7,16
SRR13313988,Euphorbiaceae,Leaf,other,Above,Vegetative,7,16
SRR13313989,Euphorbiaceae,Leaf,other,Above,Vegetative,7,16
SRR13313990,Euphorbiaceae,Leaf,biotic,Above,Vegetative,7,16
SRR13313991,Euphorbiaceae,Leaf,biotic,Above,Vegetative,7,16
SRR13313992,Euphorbiaceae,Leaf,biotic,Above,Vegetative,7,18
SRR13313993,Euphorbiaceae,Leaf,biotic,Above,Vegetative,7,18
SRR13313994,Euphorbiaceae,Leaf,biotic,Above,Vegetative,7,16
SRR13313995,Euphorbiaceae,Leaf,biotic,Above,Vegetative,7,16
SRR1594297,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594324,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,16
SRR1594342,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,18
SRR1594298,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,3
SRR1594325,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,18
SRR1594343,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,18
SRR1594299,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594326,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594344,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594300,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594327,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594345,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594301,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594328,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594346,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594302,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594329,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594347,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594303,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594330,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594348,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594304,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594331,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594349,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594305,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594332,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594350,Euphorbiaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1594306,Euphorbiaceae,Leaf,light,Above,Vegetative,7,18
SRR1594315,Euphorbiaceae,Leaf,light,Above,Vegetative,7,18
SRR1594333,Euphorbiaceae,Leaf,light,Above,Vegetative,7,8
SRR1594307,Euphorbiaceae,Leaf,light,Above,Vegetative,7,16
SRR1594316,Euphorbiaceae,Leaf,light,Above,Vegetative,7,18
SRR1594334,Euphorbiaceae,Leaf,light,Above,Vegetative,7,18
SRR1594308,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594317,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594335,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594309,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594318,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594336,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594310,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594319,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594337,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594311,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594320,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594338,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594312,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594321,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594339,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594313,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594322,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594340,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594314,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594323,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR1594341,Euphorbiaceae,Leaf,light,Above,Vegetative,7,7
SRR350520,Fabaceae,Root,healthy,Below,Vegetative,13,13
SRR350519,Fabaceae,Flower,healthy,Above,Reproductive,3,3
SRR349692,Fabaceae,Flower,healthy,Above,Reproductive,3,16
SRR350538,Fabaceae,Flower,healthy,Above,Reproductive,3,16
SRR350518,Fabaceae,Leaf,healthy,Above,Vegetative,7,7
SRR350521,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,16
SRR350517,Fabaceae,Root,healthy,Below,Vegetative,13,13
SRR299098,Solanaceae,Leaf,other,Above,Vegetative,7,7
SRR6471192,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471191,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471184,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471190,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471189,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR6471187,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471188,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471186,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471185,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6471183,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR6471181,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR6471180,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR6471182,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR6471179,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR6471178,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR5205593,Solanaceae,Leaf,cold,Above,Vegetative,7,16
SRR5205592,Solanaceae,Leaf,cold,Above,Vegetative,7,16
SRR5205591,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5205590,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5205597,Solanaceae,Leaf,cold,Above,Vegetative,7,16
SRR5205596,Solanaceae,Leaf,cold,Above,Vegetative,7,7
SRR5205595,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5205594,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955772,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955773,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955774,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955776,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR955777,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR955778,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR955761,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955762,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955763,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR955765,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR955766,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR955767,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR1199063,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR1199066,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR1199068,Solanaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR1199069,Solanaceae,Flower,healthy,Above,Reproductive,3,5
SRR1199070,Solanaceae,Flower,healthy,Above,Reproductive,3,16
SRR1199071,Solanaceae,Flower,healthy,Above,Reproductive,3,5
SRR1199072,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199073,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199074,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199121,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR1199122,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR1199123,Solanaceae,Root,healthy,Below,Vegetative,13,13
SRR1199124,Solanaceae,Flower,healthy,Above,Reproductive,3,19
SRR1199125,Solanaceae,Flower,healthy,Above,Reproductive,3,7
SRR1199127,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199128,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199129,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199130,Solanaceae,Shoot,healthy,Above,Vegetative,18,16
SRR1199132,Solanaceae,Shoot,healthy,Above,Vegetative,18,16
SRR1199135,Solanaceae,Shoot,healthy,Above,Vegetative,18,18
SRR1199197,Solanaceae,Flower,healthy,Above,Reproductive,3,19
SRR1199198,Solanaceae,Flower,healthy,Above,Reproductive,3,19
SRR1199199,Solanaceae,Flower,healthy,Above,Reproductive,3,19
SRR1199200,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199202,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1199203,Solanaceae,Leaf,healthy,Above,Vegetative,7,7
SRR4473639,Oleaceae,Leaf,healthy,Above,Vegetative,7,16
SRR4473641,Oleaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR4473642,Oleaceae,Shoot,healthy,Above,Vegetative,18,6
SRR4473643,Oleaceae,Shoot,healthy,Above,Vegetative,18,10
SRR4473644,Oleaceae,Leaf,healthy,Above,Vegetative,7,13
SRR4473645,Oleaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR4473646,Oleaceae,Shoot,healthy,Above,Vegetative,18,18
ERR266227,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR266224,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR266221,Poaceae,Leaf,salt,Above,Vegetative,7,16
ERR266222,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR266225,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR266234,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR266232,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR266238,Poaceae,Leaf,salt,Above,Vegetative,7,16
ERR266226,Poaceae,Leaf,salt,Above,Vegetative,7,16
ERR266231,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR266233,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR266230,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR266237,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR266236,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR266235,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR348354,Poaceae,Other,healthy,Other,Other,8,8
ERR348358,Poaceae,Other,healthy,Other,Other,8,8
ERR348361,Poaceae,Other,healthy,Other,Other,8,7
ERR348348,Poaceae,Other,healthy,Other,Other,8,7
ERR348362,Poaceae,Other,healthy,Other,Other,8,7
ERR348375,Poaceae,Other,healthy,Other,Other,8,7
ERR348351,Poaceae,Other,healthy,Other,Other,8,7
ERR348368,Poaceae,Other,healthy,Other,Other,8,7
ERR348371,Poaceae,Other,healthy,Other,Other,8,7
ERR348374,Poaceae,Other,healthy,Other,Other,8,7
ERR348376,Poaceae,Other,healthy,Other,Other,8,7
ERR348347,Poaceae,Other,healthy,Other,Other,8,7
ERR348349,Poaceae,Other,healthy,Other,Other,8,7
ERR348367,Poaceae,Other,healthy,Other,Other,8,7
ERR348359,Poaceae,Other,salt,Other,Other,8,8
ERR348360,Poaceae,Other,salt,Other,Other,8,7
ERR348363,Poaceae,Other,salt,Other,Other,8,8
ERR348352,Poaceae,Other,salt,Other,Other,8,7
ERR348370,Poaceae,Other,salt,Other,Other,8,7
ERR348372,Poaceae,Other,salt,Other,Other,8,7
ERR348350,Poaceae,Other,salt,Other,Other,8,7
ERR348356,Poaceae,Other,salt,Other,Other,8,7
ERR348357,Poaceae,Other,salt,Other,Other,8,7
ERR348364,Poaceae,Other,salt,Other,Other,8,7
ERR348365,Poaceae,Other,salt,Other,Other,8,7
ERR348373,Poaceae,Other,salt,Other,Other,8,7
ERR348353,Poaceae,Other,salt,Other,Other,8,7
ERR348366,Poaceae,Other,salt,Other,Other,8,7
ERR348369,Poaceae,Other,salt,Other,Other,8,7
ERR2061590,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2061591,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2061592,Poaceae,Leaf,healthy,Above,Vegetative,7,7
ERR2061593,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061594,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061595,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061596,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061597,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061598,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061599,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR2061600,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR2061601,Poaceae,Leaf,salt,Above,Vegetative,7,7
ERR2061602,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061603,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061604,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061605,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061606,Poaceae,Leaf,cold,Above,Vegetative,7,7
ERR2061607,Poaceae,Leaf,cold,Above,Vegetative,7,7
SRR10737336,Poaceae,Leaf,healthy,Above,Vegetative,7,18
SRR10737344,Poaceae,Leaf,healthy,Above,Vegetative,7,18
SRR10737345,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR9888054,Poaceae,Leaf,nitrogen,Above,Vegetative,7,13
SRR9888055,Poaceae,Leaf,nitrogen,Above,Vegetative,7,13
SRR10737340,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR10737341,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR10737342,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR10737337,Poaceae,Leaf,salt,Above,Vegetative,7,16
SRR10737338,Poaceae,Leaf,salt,Above,Vegetative,7,16
SRR10737339,Poaceae,Leaf,salt,Above,Vegetative,7,16
SRR10737343,Poaceae,Leaf,salt,Above,Vegetative,7,8
SRR10737346,Poaceae,Leaf,salt,Above,Vegetative,7,18
SRR10737347,Poaceae,Leaf,salt,Above,Vegetative,7,18
SRR1166453,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,13
SRR1166454,Rosaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR4089437,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4089438,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4089439,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4089440,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4089441,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR4089442,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR4089443,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4089444,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR8644912,Solanaceae,Flower,healthy,Above,Reproductive,3,8
SRR8644915,Solanaceae,Flower,healthy,Above,Reproductive,3,8
SRR8644914,Solanaceae,Flower,healthy,Above,Reproductive,3,3
SRR8644907,Solanaceae,Flower,healthy,Above,Reproductive,3,8
SRR8644906,Solanaceae,Flower,healthy,Above,Reproductive,3,8
SRR8644905,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR8644904,Solanaceae,Flower,healthy,Above,Reproductive,3,8
SRR8644911,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR8644910,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR8644909,Solanaceae,Flower,healthy,Above,Reproductive,3,18
SRR8644908,Solanaceae,Flower,healthy,Above,Reproductive,3,3
SRR8644913,Solanaceae,Flower,healthy,Above,Reproductive,3,12
DRR126329,Solanaceae,Shoot,healthy,Above,Vegetative,18,22
DRR126328,Solanaceae,Shoot,healthy,Above,Vegetative,18,16
DRR126327,Solanaceae,Leaf,healthy,Above,Vegetative,7,16
SRR4309579,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4309580,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4309581,Rosaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR4309582,Rosaceae,Reproductive- Other,cold,Above,Reproductive,12,15
SRR4309583,Rosaceae,Reproductive- Other,cold,Above,Reproductive,12,15
SRR4309584,Rosaceae,Reproductive- Other,cold,Above,Reproductive,12,15
SRR4309585,Rosaceae,Reproductive- Other,cold,Above,Reproductive,12,15
SRR4309586,Rosaceae,Reproductive- Other,cold,Above,Reproductive,12,15
SRR4309587,Rosaceae,Reproductive- Other,cold,Above,Reproductive,12,15
SRR2976058,Rosaceae,Flower,healthy,Above,Reproductive,3,0
SRR2976060,Rosaceae,Flower,healthy,Above,Reproductive,3,13
SRR2976061,Rosaceae,Flower,cold,Above,Reproductive,3,19
SRR2976062,Rosaceae,Flower,cold,Above,Reproductive,3,18
SRR12328727,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR12328726,Poaceae,Leaf,drought,Above,Vegetative,7,7
SRR6327851,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR6327852,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR6327854,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR6327853,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR6327855,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR6327856,Poaceae,Root,healthy,Below,Vegetative,13,13
SRR6327857,Poaceae,Root,drought,Below,Vegetative,13,13
SRR6327858,Poaceae,Root,drought,Below,Vegetative,13,13
SRR6327860,Poaceae,Root,drought,Below,Vegetative,13,13
SRR6327859,Poaceae,Root,drought,Below,Vegetative,13,13
SRR6327861,Poaceae,Root,drought,Below,Vegetative,13,13
SRR6327862,Poaceae,Root,drought,Below,Vegetative,13,13
SRR5631955,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631956,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631981,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631982,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631985,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631986,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631957,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631958,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631959,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631960,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631967,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631968,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
SRR5631969,Rosaceae,Leaf,biotic,Above,Vegetative,7,7
